url,file_path,images_total,images_missing_alt,heading_level_skip,issues
https://waterbalancetools.com/404,404.html,1,0,false,none
https://waterbalancetools.com/about/,about/index.html,1,0,false,none
https://waterbalancetools.com/academy/equipment/automatic-chlorinators,academy/equipment/automatic-chlorinators.html,1,0,false,none
https://waterbalancetools.com/academy/equipment/,academy/equipment/index.html,1,0,false,none
https://waterbalancetools.com/academy/equipment/pool-filters,academy/equipment/pool-filters.html,1,0,false,none
https://waterbalancetools.com/academy/equipment/pool-pumps,academy/equipment/pool-pumps.html,1,0,false,none
https://waterbalancetools.com/academy/equipment/pool-skimmers,academy/equipment/pool-skimmers.html,1,0,false,none
https://waterbalancetools.com/academy/equipment/salt-systems,academy/equipment/salt-systems.html,1,0,false,none
https://waterbalancetools.com/academy/equipment/sand-vs-cartridge-filters,academy/equipment/sand-vs-cartridge-filters.html,1,0,false,none
https://waterbalancetools.com/academy/fundamentals/how-temperature-changes-water-chemistry,academy/fundamentals/how-temperature-changes-water-chemistry.html,1,0,false,none
https://waterbalancetools.com/academy/fundamentals/how-water-balance-works,academy/fundamentals/how-water-balance-works.html,1,0,false,none
https://waterbalancetools.com/academy/fundamentals/,academy/fundamentals/index.html,1,0,false,none
https://waterbalancetools.com/academy/fundamentals/indoor-pool-chemistry,academy/fundamentals/indoor-pool-chemistry.html,1,0,false,none
https://waterbalancetools.com/academy/fundamentals/pool-vs-hot-tub-chemistry,academy/fundamentals/pool-vs-hot-tub-chemistry.html,1,0,false,none
https://waterbalancetools.com/academy/fundamentals/the-four-core-water-tests,academy/fundamentals/the-four-core-water-tests.html,1,0,false,none
https://waterbalancetools.com/academy/fundamentals/understanding-pool-water-chemistry,academy/fundamentals/understanding-pool-water-chemistry.html,1,0,false,none
https://waterbalancetools.com/academy/fundamentals/why-water-testing-matters,academy/fundamentals/why-water-testing-matters.html,1,0,false,none
https://waterbalancetools.com/academy/hot-tubs/daily-spa-maintenance,academy/hot-tubs/daily-spa-maintenance.html,1,0,false,none
https://waterbalancetools.com/academy/hot-tubs/,academy/hot-tubs/index.html,1,0,false,none
https://waterbalancetools.com/academy/hot-tubs/monthly-spa-maintenance,academy/hot-tubs/monthly-spa-maintenance.html,1,0,false,none
https://waterbalancetools.com/academy/hot-tubs/refilling-your-hot-tub,academy/hot-tubs/refilling-your-hot-tub.html,1,0,false,none
https://waterbalancetools.com/academy/hot-tubs/shock-after-heavy-use,academy/hot-tubs/shock-after-heavy-use.html,1,0,false,none
https://waterbalancetools.com/academy/hot-tubs/weekly-spa-maintenance,academy/hot-tubs/weekly-spa-maintenance.html,1,0,false,none
https://waterbalancetools.com/academy/hot-tubs/winter-spa-care,academy/hot-tubs/winter-spa-care.html,1,0,false,none
https://waterbalancetools.com/academy/,academy/index.html,1,0,false,none
https://waterbalancetools.com/academy/sanitizers/breakpoint-chlorination,academy/sanitizers/breakpoint-chlorination.html,1,0,false,none
https://waterbalancetools.com/academy/sanitizers/bromine-vs-chlorine,academy/sanitizers/bromine-vs-chlorine.html,1,0,false,none
https://waterbalancetools.com/academy/sanitizers/combined-chlorine-explained,academy/sanitizers/combined-chlorine-explained.html,1,0,false,none
https://waterbalancetools.com/academy/sanitizers/,academy/sanitizers/index.html,1,0,false,none
https://waterbalancetools.com/academy/sanitizers/liquid-chlorine-vs-tablets,academy/sanitizers/liquid-chlorine-vs-tablets.html,1,0,false,none
https://waterbalancetools.com/academy/sanitizers/shock-treatments-explained,academy/sanitizers/shock-treatments-explained.html,1,0,false,none
https://waterbalancetools.com/academy/sanitizers/understanding-free-chlorine,academy/sanitizers/understanding-free-chlorine.html,1,0,false,none
https://waterbalancetools.com/academy/testing/common-testing-mistakes,academy/testing/common-testing-mistakes.html,1,0,false,none
https://waterbalancetools.com/academy/testing/digital-pool-testers,academy/testing/digital-pool-testers.html,1,0,false,none
https://waterbalancetools.com/academy/testing/how-often-to-test-water,academy/testing/how-often-to-test-water.html,1,0,false,none
https://waterbalancetools.com/academy/testing/,academy/testing/index.html,1,0,false,none
https://waterbalancetools.com/academy/testing/understanding-test-results,academy/testing/understanding-test-results.html,1,0,false,none
https://waterbalancetools.com/academy/testing/using-liquid-test-kits,academy/testing/using-liquid-test-kits.html,1,0,false,none
https://waterbalancetools.com/academy/testing/using-test-strips,academy/testing/using-test-strips.html,1,0,false,none
https://waterbalancetools.com/academy/troubleshooting/cloudy-water,academy/troubleshooting/cloudy-water.html,1,0,false,none
https://waterbalancetools.com/academy/troubleshooting/corrosion,academy/troubleshooting/corrosion.html,1,0,false,none
https://waterbalancetools.com/academy/troubleshooting/foaming-hot-tubs,academy/troubleshooting/foaming-hot-tubs.html,1,0,false,none
https://waterbalancetools.com/academy/troubleshooting/green-water,academy/troubleshooting/green-water.html,1,0,false,none
https://waterbalancetools.com/academy/troubleshooting/,academy/troubleshooting/index.html,1,0,false,none
https://waterbalancetools.com/academy/troubleshooting/scaling,academy/troubleshooting/scaling.html,1,0,false,none
https://waterbalancetools.com/academy/troubleshooting/strong-chlorine-smell,academy/troubleshooting/strong-chlorine-smell.html,1,0,false,none
https://waterbalancetools.com/academy/vacation-rentals/chemical-log-sheets,academy/vacation-rentals/chemical-log-sheets.html,1,0,false,none
https://waterbalancetools.com/academy/vacation-rentals/emergency-water-recovery,academy/vacation-rentals/emergency-water-recovery.html,1,0,false,none
https://waterbalancetools.com/academy/vacation-rentals/guest-safety,academy/vacation-rentals/guest-safety.html,1,0,false,none
https://waterbalancetools.com/academy/vacation-rentals/,academy/vacation-rentals/index.html,1,0,false,none
https://waterbalancetools.com/academy/vacation-rentals/maintenance-schedule,academy/vacation-rentals/maintenance-schedule.html,1,0,false,none
https://waterbalancetools.com/academy/vacation-rentals/turnover-checklist,academy/vacation-rentals/turnover-checklist.html,1,0,false,none
https://waterbalancetools.com/academy/vacation-rentals/weekly-inspection,academy/vacation-rentals/weekly-inspection.html,1,0,false,none
https://waterbalancetools.com/academy/water-balance/,academy/water-balance/index.html,1,0,false,none
https://waterbalancetools.com/academy/water-balance/understanding-calcium-hardness,academy/water-balance/understanding-calcium-hardness.html,1,0,false,none
https://waterbalancetools.com/academy/water-balance/understanding-cyanuric-acid,academy/water-balance/understanding-cyanuric-acid.html,1,0,false,none
https://waterbalancetools.com/academy/water-balance/understanding-lsi,academy/water-balance/understanding-lsi.html,1,0,false,none
https://waterbalancetools.com/academy/water-balance/understanding-ph,academy/water-balance/understanding-ph.html,1,0,false,none
https://waterbalancetools.com/academy/water-balance/understanding-total-alkalinity,academy/water-balance/understanding-total-alkalinity.html,1,0,false,none
https://waterbalancetools.com/academy/water-balance/water-balance-order,academy/water-balance/water-balance-order.html,1,0,false,none
https://waterbalancetools.com/all-pages,all-pages.html,1,0,false,none
https://waterbalancetools.com/audit/google/authority-flow,audit/google/authority-flow.html,0,0,false,none
https://waterbalancetools.com/audit/google/crawl-depth,audit/google/crawl-depth.html,0,0,false,none
https://waterbalancetools.com/audit/google/freshness,audit/google/freshness.html,0,0,false,none
https://waterbalancetools.com/audit/google/,audit/google/index.html,0,0,false,none
https://waterbalancetools.com/audit/google/priority-report,audit/google/priority-report.html,0,0,false,none
https://waterbalancetools.com/audit/google/search-console-helper,audit/google/search-console-helper.html,0,0,false,none
https://waterbalancetools.com/audit/google/weak-pages,audit/google/weak-pages.html,0,0,false,none
https://waterbalancetools.com/calculators/chemical-calculator,calculators/chemical-calculator.html,1,0,false,none
https://waterbalancetools.com/calculators/hot-tub-chlorine-calculator,calculators/hot-tub-chlorine-calculator.html,1,0,false,none
https://waterbalancetools.com/calculators/hot-tub-ph-calculator,calculators/hot-tub-ph-calculator.html,1,0,false,none
https://waterbalancetools.com/calculators/hot-tub-shock-calculator,calculators/hot-tub-shock-calculator.html,1,0,false,none
https://waterbalancetools.com/calculators/,calculators/index.html,1,0,false,none
https://waterbalancetools.com/calculators/pool-alkalinity-calculator,calculators/pool-alkalinity-calculator.html,1,0,false,none
https://waterbalancetools.com/calculators/pool-chlorine-calculator,calculators/pool-chlorine-calculator.html,1,0,false,none
https://waterbalancetools.com/calculators/pool-cyanuric-acid-calculator,calculators/pool-cyanuric-acid-calculator.html,1,0,false,none
https://waterbalancetools.com/calculators/pool-ph-calculator,calculators/pool-ph-calculator.html,1,0,false,none
https://waterbalancetools.com/calculators/pool-shock-calculator,calculators/pool-shock-calculator.html,1,0,false,none
https://waterbalancetools.com/calculators/pool-turnover-rate-calculator,calculators/pool-turnover-rate-calculator.html,1,0,false,none
https://waterbalancetools.com/calculators/pool-volume-calculator,calculators/pool-volume-calculator.html,1,0,false,none
https://waterbalancetools.com/calculators/saltwater-pool-salt-calculator,calculators/saltwater-pool-salt-calculator.html,1,0,false,none
